date,geography,industry,characteristics,estimate
March 2021,Alberta,Educational services,Labour Force,185.2
March 2021,Alberta,"Finance, insurance,",Employment,68.099998
March 2021,Alberta,"Finance, insurance,",Labour Force,68.300003
March 2021,Alberta,"Forestry, fishing,",Employment,2
March 2021,Alberta,"Forestry, fishing,",Labour Force,2.0999999
March 2021,Alberta,Health care and social assistance,Employment,309.70001
March 2021,Alberta,Health care and social assistance,Labour Force,315.29999
March 2021,Alberta,Information and Communication Technologies,Employment,78.5
March 2021,Alberta,Information and Communication Technologies,Labour Force,81.300003
March 2021,Alberta,"Information, culture and recreation",Employment,58.900002
March 2021,Alberta,"Information, culture and recreation",Labour Force,73.800003
March 2021,Alberta,Manufacturing,Employment,118.6
March 2021,Alberta,Manufacturing,Labour Force,126.8
March 2021,Alberta,"Mining, quarrying, oil and gas",Employment,137.2
March 2021,Alberta,"Mining, quarrying, oil and gas",Labour Force,155.3
March 2021,Alberta,Other services,Employment,100.2
March 2021,Alberta,Other services,Labour Force,104.9
March 2021,Alberta,"Professional, scientific and technical services",Employment,180.2
March 2021,Alberta,"Professional, scientific and technical services",Labour Force,185.60001
March 2021,Alberta,Public administration,Employment,96.099998
March 2021,Alberta,Public administration,Labour Force,97.199997
March 2021,Alberta,Real estate and leasing,Employment,44.299999
March 2021,Alberta,Real estate and leasing,Labour Force,46.299999
March 2021,Alberta,"Total, all industries",Employment,2208.5
March 2021,Alberta,"Total, all industries",Labour Force,2444.3999
March 2021,Alberta,Trade,Employment,336.10001
March 2021,Alberta,Trade,Labour Force,359
March 2021,Alberta,Transportation and warehousing,Employment,127.7
March 2021,Alberta,Transportation and warehousing,Labour Force,132.10001
March 2021,Alberta,Utilities,Employment,23.799999
March 2021,Alberta,Utilities,Labour Force,23.799999
March 2021,British Columbia,Accommodation and food services,Employment,171.89999
March 2021,British Columbia,Accommodation and food services,Labour Force,193.8
March 2021,British Columbia,Agriculture,Employment,22.200001
March 2021,British Columbia,Agriculture,Labour Force,23.700001
March 2021,British Columbia,"Business, building and other support services",Employment,110.4
March 2021,British Columbia,"Business, building and other support services",Labour Force,118
March 2021,British Columbia,Construction,Employment,215
March 2021,British Columbia,Construction,Labour Force,234.5
March 2021,British Columbia,Digital Economy,Employment,324
March 2021,British Columbia,Digital Economy,Labour Force,327.20001
March 2021,British Columbia,Educational services,Employment,199.39999
March 2021,British Columbia,Educational services,Labour Force,203.60001
March 2021,British Columbia,"Finance, insurance,",Employment,112.5
March 2021,British Columbia,"Finance, insurance,",Labour Force,115.1
March 2021,British Columbia,"Forestry, fishing,",Employment,20.6
March 2021,British Columbia,"Forestry, fishing,",Labour Force,21.4
March 2021,British Columbia,Health care and social assistance,Employment,350.60001
March 2021,British Columbia,Health care and social assistance,Labour Force,356.79999
March 2021,British Columbia,Information and Communication Technologies,Employment,175
March 2021,British Columbia,Information and Communication Technologies,Labour Force,176.10001
March 2021,British Columbia,"Information, culture and recreation",Employment,129.8
March 2021,British Columbia,"Information, culture and recreation",Labour Force,138.5
March 2021,British Columbia,Manufacturing,Employment,171.2
March 2021,British Columbia,Manufacturing,Labour Force,174.2
March 2021,British Columbia,"Mining, quarrying, oil and gas",Employment,31.799999
March 2021,British Columbia,"Mining, quarrying, oil and gas",Labour Force,34.299999
March 2021,British Columbia,Other services,Employment,106.4
March 2021,British Columbia,Other services,Labour Force,112.6
March 2021,British Columbia,"Professional, scientific and technical services",Employment,255.5
March 2021,British Columbia,"Professional, scientific and technical services",Labour Force,257.29999
March 2021,British Columbia,Public administration,Employment,129.2
March 2021,British Columbia,Public administration,Labour Force,132.89999
March 2021,British Columbia,Real estate and leasing,Employment,55.599998
March 2021,British Columbia,Real estate and leasing,Labour Force,55.599998
March 2021,British Columbia,"Total, all industries",Employment,2632.8
March 2021,British Columbia,"Total, all industries",Labour Force,2838.1001
March 2021,British Columbia,Trade,Employment,396.5
March 2021,British Columbia,Trade,Labour Force,417.60001
March 2021,British Columbia,Transportation and warehousing,Employment,135.10001
March 2021,British Columbia,Transportation and warehousing,Labour Force,141.5
March 2021,British Columbia,Utilities,Employment,19.1
March 2021,British Columbia,Utilities,Labour Force,19.1
March 2021,Canada,Accommodation and food services,Employment,896.09998
March 2021,Canada,Accommodation and food services,Labour Force,1040.6
March 2021,Canada,Agriculture,Employment,248.60001
March 2021,Canada,Agriculture,Labour Force,267
March 2021,Canada,"Business, building and other support services",Employment,678.09998
March 2021,Canada,"Business, building and other support services",Labour Force,759.59998
March 2021,Canada,Construction,Employment,1353.9
March 2021,Canada,Construction,Labour Force,1479.1
March 2021,Canada,Digital Economy,Employment,2008.3
March 2021,Canada,Digital Economy,Labour Force,2068.6001
March 2021,Canada,Educational services,Employment,1527.6
March 2021,Canada,Educational services,Labour Force,1562.7
March 2021,Canada,"Finance, insurance,",Employment,929.59998
March 2021,Canada,"Finance, insurance,",Labour Force,948
March 2021,Canada,"Forestry, fishing,",Employment,58.200001
March 2021,Canada,"Forestry, fishing,",Labour Force,71.599998
March 2021,Canada,Health care and social assistance,Employment,2532.8
March 2021,Canada,Health care and social assistance,Labour Force,2592.6001
March 2021,Canada,Information and Communication Technologies,Employment,1018.2
March 2021,Canada,Information and Communication Technologies,Labour Force,1051.4
March 2021,Canada,"Information, culture and recreation",Employment,682.40002
March 2021,Canada,"Information, culture and recreation",Labour Force,758.90002
March 2021,Canada,Manufacturing,Employment,1718.6
March 2021,Canada,Manufacturing,Labour Force,1831.9
March 2021,Canada,"Mining, quarrying, oil and gas",Employment,255.5
March 2021,Canada,"Mining, quarrying, oil and gas",Labour Force,282.89999
March 2021,Canada,Other services,Employment,744.59998
March 2021,Canada,Other services,Labour Force,786.5
March 2021,Canada,"Professional, scientific and technical services",Employment,1616.5
March 2021,Canada,"Professional, scientific and technical services",Labour Force,1665.4
March 2021,Canada,Public administration,Employment,1010
March 2021,Canada,Public administration,Labour Force,1029.2
March 2021,Canada,Real estate and leasing,Employment,341.39999
March 2021,Canada,Real estate and leasing,Labour Force,351.79999
March 2021,Canada,"Total, all industries",Employment,18500.801
March 2021,Canada,"Total, all industries",Labour Force,20132.5
March 2021,Canada,Trade,Employment,2807.3999
March 2021,Canada,Trade,Labour Force,2974.5
March 2021,Canada,Transportation and warehousing,Employment,958.40002
March 2021,Canada,Transportation and warehousing,Labour Force,1015.9
March 2021,Canada,Utilities,Employment,141.2
March 2021,Canada,Utilities,Labour Force,142.5
March 2021,Manitoba,Accommodation and food services,Employment,30.799999
March 2021,Manitoba,Accommodation and food services,Labour Force,35.799999
March 2021,Manitoba,Agriculture,Employment,23.6
March 2021,Manitoba,Agriculture,Labour Force,24.4
March 2021,Manitoba,"Business, building and other support services",Employment,21.299999
March 2021,Manitoba,"Business, building and other support services",Labour Force,23.9
March 2021,Manitoba,Construction,Employment,46.900002
March 2021,Manitoba,Construction,Labour Force,51.599998
March 2021,Manitoba,Digital Economy,Employment,42.800003
March 2021,Manitoba,Digital Economy,Labour Force,44.099998
March 2021,Manitoba,Educational services,Employment,60.700001
March 2021,Manitoba,Educational services,Labour Force,62.099998
March 2021,Manitoba,"Finance, insurance,",Employment,26.9
March 2021,Manitoba,"Finance, insurance,",Labour Force,27.1
March 2021,Manitoba,"Forestry, fishing,",Employment,.69999999
March 2021,Manitoba,"Forestry, fishing,",Labour Force,.69999999
March 2021,Manitoba,Health care and social assistance,Employment,102.8
March 2021,Manitoba,Health care and social assistance,Labour Force,105.8
March 2021,Manitoba,Information and Communication Technologies,Employment,16.9
March 2021,Manitoba,Information and Communication Technologies,Labour Force,18
March 2021,Manitoba,"Information, culture and recreation",Employment,19.700001
March 2021,Manitoba,"Information, culture and recreation",Labour Force,21.700001
March 2021,Manitoba,Manufacturing,Employment,64.099998
March 2021,Manitoba,Manufacturing,Labour Force,65.900002
March 2021,Manitoba,"Mining, quarrying, oil and gas",Employment,3.3
March 2021,Manitoba,"Mining, quarrying, oil and gas",Labour Force,3.5
March 2021,Manitoba,Other services,Employment,30.9
March 2021,Manitoba,Other services,Labour Force,32.799999
March 2021,Manitoba,"Professional, scientific and technical services",Employment,32.900002
March 2021,Manitoba,"Professional, scientific and technical services",Labour Force,34.099998
March 2021,Manitoba,Public administration,Employment,36.200001
March 2021,Manitoba,Public administration,Labour Force,36.799999
March 2021,Manitoba,Real estate and leasing,Employment,7.0999999
March 2021,Manitoba,Real estate and leasing,Labour Force,7.3000002
March 2021,Manitoba,"Total, all industries",Employment,645.79999
March 2021,Manitoba,"Total, all industries",Labour Force,693.09998
March 2021,Manitoba,Trade,Employment,94.300003
March 2021,Manitoba,Trade,Labour Force,98.300003
March 2021,Manitoba,Transportation and warehousing,Employment,39
March 2021,Manitoba,Transportation and warehousing,Labour Force,41.200001
March 2021,Manitoba,Utilities,Employment,4.5999999
March 2021,Manitoba,Utilities,Labour Force,4.6999998
March 2021,New Brunswick,Accommodation and food services,Employment,20.200001
March 2021,New Brunswick,Accommodation and food services,Labour Force,23
March 2021,New Brunswick,Agriculture,Employment,3.5999999
March 2021,New Brunswick,Agriculture,Labour Force,4.3000002
March 2021,New Brunswick,"Business, building and other support services",Employment,14.8
March 2021,New Brunswick,"Business, building and other support services",Labour Force,16.5
March 2021,New Brunswick,Construction,Employment,17.700001
March 2021,New Brunswick,Construction,Labour Force,23.200001
March 2021,New Brunswick,Digital Economy,Employment,27
March 2021,New Brunswick,Digital Economy,Labour Force,28.199999
March 2021,New Brunswick,Educational services,Employment,29.700001
March 2021,New Brunswick,Educational services,Labour Force,30
March 2021,New Brunswick,"Finance, insurance,",Employment,11.6
March 2021,New Brunswick,"Finance, insurance,",Labour Force,11.6
March 2021,New Brunswick,"Forestry, fishing,",Employment,4.3000002
March 2021,New Brunswick,"Forestry, fishing,",Labour Force,7.5999999
March 2021,New Brunswick,Health care and social assistance,Employment,59.900002
March 2021,New Brunswick,Health care and social assistance,Labour Force,60.700001
March 2021,New Brunswick,Information and Communication Technologies,Employment,12
March 2021,New Brunswick,Information and Communication Technologies,Labour Force,12.4
March 2021,New Brunswick,"Information, culture and recreation",Employment,9
