date,geography,occupation,characteristics,estimate
April 2021,Ontario,7243 Power system electricians,Labour Force,1.6
April 2021,Ontario,7244 Electrical power line and cable workers,Employment,4.0999999
April 2021,Ontario,7244 Electrical power line and cable workers,Labour Force,4.0999999
April 2021,Ontario,7245 Telecommunications line and cable workers,Employment,2.4000001
April 2021,Ontario,7245 Telecommunications line and cable workers,Labour Force,2.4000001
April 2021,Ontario,7246 Telecommunications installation and repair workers,Employment,11
April 2021,Ontario,7246 Telecommunications installation and repair workers,Labour Force,11
April 2021,Ontario,7247 Cable television service and maintenance technicians,Employment,0
April 2021,Ontario,7247 Cable television service and maintenance technicians,Labour Force,0
April 2021,Prince Edward Island,0211 Engineering managers,Employment,0
April 2021,Prince Edward Island,0211 Engineering managers,Labour Force,0
April 2021,Prince Edward Island,0213 Computer and information systems managers,Employment,.2
April 2021,Prince Edward Island,0213 Computer and information systems managers,Labour Force,.2
April 2021,Prince Edward Island,0601 Corporate sales managers,Employment,0
April 2021,Prince Edward Island,0601 Corporate sales managers,Labour Force,0
April 2021,Prince Edward Island,"1123 Professional occupations in advertising, marketing and public relations",Employment,1.2
April 2021,Prince Edward Island,"1123 Professional occupations in advertising, marketing and public relations",Labour Force,1.2
April 2021,Prince Edward Island,1253 Records management technicians,Employment,0
April 2021,Prince Edward Island,1253 Records management technicians,Labour Force,0
April 2021,Prince Edward Island,2133 Electrical and electronics engineers,Employment,0
April 2021,Prince Edward Island,2133 Electrical and electronics engineers,Labour Force,0
April 2021,Prince Edward Island,2147 Computer engineers (except software engineers and designers),Employment,0
April 2021,Prince Edward Island,2147 Computer engineers (except software engineers and designers),Labour Force,0
April 2021,Prince Edward Island,"2148 Other professional engineers, n.e.c.",Employment,.2
April 2021,Prince Edward Island,"2148 Other professional engineers, n.e.c.",Labour Force,.2
April 2021,Prince Edward Island,2171 Information systems analysts and consultants,Employment,.80000001
April 2021,Prince Edward Island,2171 Information systems analysts and consultants,Labour Force,.80000001
April 2021,Prince Edward Island,2172 Database analysts and data administrators,Employment,.2
April 2021,Prince Edward Island,2172 Database analysts and data administrators,Labour Force,.2
April 2021,Prince Edward Island,2173 Software engineers and designers,Employment,.2
April 2021,Prince Edward Island,2173 Software engineers and designers,Labour Force,.2
April 2021,Prince Edward Island,2174 Computer programmers and interactive media developers,Employment,.69999999
April 2021,Prince Edward Island,2174 Computer programmers and interactive media developers,Labour Force,.69999999
April 2021,Prince Edward Island,2175 Web designers and developers,Employment,0
April 2021,Prince Edward Island,2175 Web designers and developers,Labour Force,0
April 2021,Prince Edward Island,2241 Electrical and electronics engineering technologists and technicians,Employment,0
April 2021,Prince Edward Island,2241 Electrical and electronics engineering technologists and technicians,Labour Force,0
April 2021,Prince Edward Island,2282 User support technicians,Employment,.69999999
April 2021,Prince Edward Island,2282 User support technicians,Labour Force,.80000001
April 2021,Prince Edward Island,2283 Information systems testing technicians,Employment,0
April 2021,Prince Edward Island,2283 Information systems testing technicians,Labour Force,0
April 2021,Prince Edward Island,4163 Business development officers and marketing researchers and consultants,Employment,0
April 2021,Prince Edward Island,4163 Business development officers and marketing researchers and consultants,Labour Force,0
April 2021,Prince Edward Island,5223 Graphic arts technicians,Employment,0
April 2021,Prince Edward Island,5223 Graphic arts technicians,Labour Force,0
April 2021,Prince Edward Island,5241 Graphic designers and illustrators,Employment,.2
April 2021,Prince Edward Island,5241 Graphic designers and illustrators,Labour Force,.2
April 2021,Prince Edward Island,7241 Electricians (except industrial and power system),Employment,.5
April 2021,Prince Edward Island,7241 Electricians (except industrial and power system),Labour Force,.5
April 2021,Prince Edward Island,7242 Industrial electricians,Employment,.2
April 2021,Prince Edward Island,7242 Industrial electricians,Labour Force,.2
April 2021,Prince Edward Island,7245 Telecommunications line and cable workers,Employment,0
April 2021,Prince Edward Island,7245 Telecommunications line and cable workers,Labour Force,0
April 2021,Prince Edward Island,7246 Telecommunications installation and repair workers,Employment,0
April 2021,Prince Edward Island,7246 Telecommunications installation and repair workers,Labour Force,0
April 2021,Quebec,0211 Engineering managers,Employment,3
April 2021,Quebec,0211 Engineering managers,Labour Force,3
April 2021,Quebec,0213 Computer and information systems managers,Employment,14.5
April 2021,Quebec,0213 Computer and information systems managers,Labour Force,14.5
April 2021,Quebec,0601 Corporate sales managers,Employment,2.4000001
April 2021,Quebec,0601 Corporate sales managers,Labour Force,3.0999999
April 2021,Quebec,"1123 Professional occupations in advertising, marketing and public relations",Employment,33.599998
April 2021,Quebec,"1123 Professional occupations in advertising, marketing and public relations",Labour Force,33.700001
April 2021,Quebec,1253 Records management technicians,Employment,1.9
April 2021,Quebec,1253 Records management technicians,Labour Force,1.9
April 2021,Quebec,2133 Electrical and electronics engineers,Employment,7.3000002
April 2021,Quebec,2133 Electrical and electronics engineers,Labour Force,7.9000001
April 2021,Quebec,2147 Computer engineers (except software engineers and designers),Employment,3.8
April 2021,Quebec,2147 Computer engineers (except software engineers and designers),Labour Force,3.8
April 2021,Quebec,"2148 Other professional engineers, n.e.c.",Employment,4.5999999
April 2021,Quebec,"2148 Other professional engineers, n.e.c.",Labour Force,4.5999999
April 2021,Quebec,"2161 Mathematicians, statisticians and actuaries",Employment,9.1000004
April 2021,Quebec,"2161 Mathematicians, statisticians and actuaries",Labour Force,9.1000004
April 2021,Quebec,2171 Information systems analysts and consultants,Employment,62.200001
April 2021,Quebec,2171 Information systems analysts and consultants,Labour Force,62.700001
April 2021,Quebec,2172 Database analysts and data administrators,Employment,8.6000004
April 2021,Quebec,2172 Database analysts and data administrators,Labour Force,11
April 2021,Quebec,2173 Software engineers and designers,Employment,5.5999999
April 2021,Quebec,2173 Software engineers and designers,Labour Force,5.5999999
April 2021,Quebec,2174 Computer programmers and interactive media developers,Employment,47.400002
April 2021,Quebec,2174 Computer programmers and interactive media developers,Labour Force,49
April 2021,Quebec,2175 Web designers and developers,Employment,8.3000002
April 2021,Quebec,2175 Web designers and developers,Labour Force,9.1999998
April 2021,Quebec,2241 Electrical and electronics engineering technologists and technicians,Employment,8.8999996
April 2021,Quebec,2241 Electrical and electronics engineering technologists and technicians,Labour Force,10.4
April 2021,Quebec,2281 Computer network technicians,Employment,19.6
April 2021,Quebec,2281 Computer network technicians,Labour Force,19.6
April 2021,Quebec,2282 User support technicians,Employment,12.5
April 2021,Quebec,2282 User support technicians,Labour Force,12.5
April 2021,Quebec,2283 Information systems testing technicians,Employment,6.5
April 2021,Quebec,2283 Information systems testing technicians,Labour Force,6.5
April 2021,Quebec,4163 Business development officers and marketing researchers and consultants,Employment,11.6
April 2021,Quebec,4163 Business development officers and marketing researchers and consultants,Labour Force,11.6
April 2021,Quebec,5223 Graphic arts technicians,Employment,6.6999998
April 2021,Quebec,5223 Graphic arts technicians,Labour Force,6.6999998
April 2021,Quebec,5241 Graphic designers and illustrators,Employment,20.700001
April 2021,Quebec,5241 Graphic designers and illustrators,Labour Force,20.700001
April 2021,Quebec,7241 Electricians (except industrial and power system),Employment,15.1
April 2021,Quebec,7241 Electricians (except industrial and power system),Labour Force,15.5
April 2021,Quebec,7242 Industrial electricians,Employment,5.6999998
April 2021,Quebec,7242 Industrial electricians,Labour Force,5.6999998
April 2021,Quebec,7243 Power system electricians,Employment,1.6
April 2021,Quebec,7243 Power system electricians,Labour Force,1.6
April 2021,Quebec,7244 Electrical power line and cable workers,Employment,2.5999999
April 2021,Quebec,7244 Electrical power line and cable workers,Labour Force,2.5999999
April 2021,Quebec,7245 Telecommunications line and cable workers,Employment,1.5
April 2021,Quebec,7245 Telecommunications line and cable workers,Labour Force,1.5
April 2021,Quebec,7246 Telecommunications installation and repair workers,Employment,11.5
April 2021,Quebec,7246 Telecommunications installation and repair workers,Labour Force,11.5
April 2021,Quebec,7247 Cable television service and maintenance technicians,Employment,0
April 2021,Quebec,7247 Cable television service and maintenance technicians,Labour Force,0
